year,name,marijuana,alcohol,other_illicit,gen_country,gen_hiphop,gen_rap,gen_rock
2015,Raise 'Em Up,1,0,0,1,0,0,0
2015,Flicka Da Wrist,1,0,0,0,0,1,0
2015,Bad Blood,0,0,1,0,1,1,0
2015,See You Again,0,0,0,0,1,1,0
2015,Trap Queen,1,0,1,0,1,1,0
2015,Shut Up And Dance,0,0,0,0,0,0,1
2015,Want To Want Me,0,0,0,0,1,0,0
2015,Hey Mama,0,0,1,0,1,1,0
2015,Sugar,0,0,0,0,0,0,1
2015,Nasty Freestyle,0,0,1,0,0,1,0
2015,Love Me Like You Do,0,0,0,0,0,0,0
2015,"Honey, I'm Good.",0,0,0,0,0,0,1
2015,Talking Body,1,1,0,0,0,0,0
2015,Dear Future Husband,0,0,1,0,0,0,0
2015,Post To Be,0,0,0,0,1,1,0
2015,Thinking Out Loud,0,0,0,0,0,0,0
2015,Worth It,0,0,0,0,1,1,0
2015,You Know You Like It,0,0,0,0,1,1,0
2015,Somebody,0,0,1,0,1,0,0
2015,Girl Crush,0,0,0,1,0,0,1
2015,Style,0,0,0,0,0,0,1
2015,Watch Me,0,0,0,0,0,1,0
2015,Kick The Dust Up,0,0,1,1,0,0,0
2015,Chains,0,0,0,0,0,0,0
2015,Slow Motion,1,0,1,0,1,0,0
2015,Fight Song,0,0,1,0,0,0,0
2015,This Summer's Gonna Hurt...,1,0,0,0,0,0,1
2015,Blank Space,0,1,1,0,0,0,0
2015,Shake It Off,0,0,0,0,0,0,0
2015,Budapest,0,0,0,0,0,0,1
2015,Please,0,0,0,0,0,0,1
2015,Pretty Girls,0,0,1,0,0,1,0
2015,Feeling Myself,1,0,1,0,0,1,0
2015,One Last Time,0,0,0,0,0,0,0
2015,Take Your Time,0,0,1,1,0,0,0
2015,Nasty,0,0,0,0,0,1,0
2015,Sangria,0,0,0,1,0,0,0
2015,Flex,1,0,1,0,0,1,0
2015,Blessings,0,0,1,0,1,1,0
2015,Time Of Our Lives,0,0,0,0,0,1,0
2015,All About That Bass,1,0,1,0,1,0,0
2015,Take Me To Church,0,0,0,0,0,0,1
2015,Sippin' On Fire,0,0,1,1,0,0,1
2015,Bright,0,0,1,1,0,0,1
2015,The Night Is Still Young,0,0,0,0,0,1,0
2015,Don't It,0,0,1,1,0,0,0
2015,Smoke,0,0,1,1,0,0,0
2015,Fun,0,0,1,0,1,1,0
2015,Truffle Butter,1,0,1,0,1,1,0
2015,Lay Me Down,1,0,0,0,0,0,0
2015,Be Real,0,0,0,0,0,1,0
2015,Photograph,1,1,0,0,0,0,0
2015,Ayo,0,0,0,0,1,1,0
2015,All Day,0,0,0,0,1,1,0
2015,Commas,1,0,1,0,1,1,0
2015,Love Me Like You Mean It,0,0,0,1,0,0,0
2015,Wild Child,0,0,0,1,0,0,0
2015,Little Toy Guns,0,0,1,1,0,0,0
2015,FourFiveSeconds,0,0,0,0,0,0,0
2015,Homegrown,1,0,0,1,0,0,0
2015,Flashlight,1,0,0,0,0,0,0
2015,I Want You To Know,0,0,0,0,0,0,0
2015,Uma Thurman,0,0,0,0,0,0,1
2015,Heartbeat Song,0,0,0,0,0,0,0
2015,Love You Like That,0,0,0,1,0,0,0
2015,I Need Your Love,1,0,0,0,0,0,0
2015,Classic Man,0,0,0,0,1,0,0
2015,Like A Wrecking Ball,0,0,1,1,0,0,0
2015,Wet Dreamz,0,0,0,0,0,1,0
2015,One Hell Of An Amen,0,0,0,1,0,0,1
2015,The Matrimony,0,1,0,0,1,1,0
2015,Know Yourself,0,0,0,0,1,1,0
2015,I Really Like You,0,0,0,0,0,0,0
2015,Baby Be My Love Song,0,0,0,1,0,0,0
2015,Energy,0,0,0,0,1,1,0
2015,Believe,0,0,0,0,0,0,1
2015,Raise 'Em Up,1,0,0,1,0,0,0
2015,I Bet,1,0,0,0,1,0,0
2015,El Perdon,0,0,0,0,0,1,0
2015,Beautiful Now,0,0,0,0,0,0,0
2015,How Many Times,0,0,0,0,1,1,0
2015,King Kunta,0,0,1,0,1,1,1
2015,Crash And Burn,0,0,0,1,0,0,0
2015,Change My Mind,1,0,0,0,0,0,1
2015,She Don't Love You,0,0,0,1,0,0,0
2015,Tonight Looks Good On You,0,0,1,1,0,0,1
2015,Get Low,0,0,1,0,0,0,1
2015,Crushin' It,1,0,0,1,0,0,0
2015,Stressed Out,0,0,0,0,0,1,1
2015,Renegades,0,0,1,0,0,0,1
2015,Games,0,0,0,1,0,0,0
2015,I Don't Get Tired,0,0,0,0,1,1,0
2015,See You Again,0,0,0,0,1,1,0
2015,Trap Queen,1,0,1,0,1,1,0
2015,Shut Up And Dance,0,0,0,0,0,0,1
2015,Want To Want Me,0,0,0,0,1,0,0
2015,Sugar,0,0,0,0,0,0,1
2015,Love Me Like You Do,0,0,0,0,0,0,0
2015,Nasty Freestyle,0,0,1,0,0,1,0
2015,Thinking Out Loud,0,0,0,0,0,0,0
2015,Hey Mama,0,0,1,0,1,1,0
2015,"Honey, I'm Good.",0,0,0,0,0,0,1
2015,Talking Body,1,1,0,0,0,0,0
2015,Post To Be,0,0,0,0,1,1,0
2015,Somebody,0,0,1,0,1,0,0
2015,Dear Future Husband,0,0,1,0,0,0,0
2015,You Know You Like It,0,0,0,0,1,1,0
2015,Worth It,0,0,0,0,1,1,0
2015,Style,0,0,0,0,0,0,1
2015,Chains,0,0,0,0,0,0,0
2015,Girl Crush,0,0,0,1,0,0,1
2015,One Last Time,0,0,0,0,0,0,0
2015,Slow Motion,1,0,1,0,1,0,0
2015,Watch Me,0,0,0,0,0,1,0
2015,Fight Song,0,0,1,0,0,0,0
2015,Blank Space,0,1,1,0,0,0,0
2015,Pretty Girls,0,0,1,0,0,1,0
2015,Budapest,0,0,0,0,0,0,1
2015,Take Your Time,0,0,1,1,0,0,0
2015,Shake It Off,0,0,0,0,0,0,0
2015,Blessings,0,0,1,0,1,1,0
2015,Time Of Our Lives,0,0,0,0,0,1,0
2015,Lay Me Down,1,0,0,0,0,0,0
2015,Take Me To Church,0,0,0,0,0,0,1
2015,Sippin' On Fire,0,0,1,1,0,0,1
2015,Nasty,0,0,0,0,0,1,0
2015,Sangria,0,0,0,1,0,0,0
2015,Throw Sum Mo,0,0,1,0,1,1,0
2015,Bright,0,0,1,1,0,0,1
2015,Truffle Butter,1,0,1,0,1,1,0
2015,Smoke,0,0,1,1,0,0,0
2015,Don't It,0,0,1,1,0,0,0
2015,All About That Bass,1,0,1,0,1,0,0
2015,I'm Not The Only One,0,0,0,0,0,0,1
2015,Ayo,0,0,0,0,1,1,0
2015,A Guy Walks Into A Bar,0,0,0,1,0,0,0
2015,Bad Blood,0,0,1,0,1,1,0
2015,Geronimo,0,0,0,0,0,0,1
2015,All Day,0,0,0,0,1,1,0
2015,FourFiveSeconds,0,0,0,0,0,0,0
2015,I'm Comin' Over,0,0,0,1,0,0,0
2015,Be Real,0,0,0,0,0,1,0
2015,Homegrown,1,0,0,1,0,0,0
2015,Commas,1,0,1,0,1,1,0
2015,Heartbeat Song,0,0,0,0,0,0,0
2015,Flex,1,0,1,0,0,1,0
2015,Believe,0,0,0,0,0,0,1
2015,Little Toy Guns,0,0,1,1,0,0,0
2015,Raise 'Em Up,1,0,0,1,0,0,0
2015,The Night Is Still Young,0,0,0,0,0,1,0
2015,This Summer's Gonna Hurt...,1,0,0,0,0,0,1
2015,Wild Child,0,0,0,1,0,0,0
2015,Love Me Like You Mean It,0,0,0,1,0,0,0
2015,Love You Like That,0,0,0,1,0,0,0
2015,I Bet,1,0,0,0,1,0,0
2015,I Want You To Know,0,0,0,0,0,0,0
2015,The Matrimony,0,1,0,0,1,1,0
2015,How Many Times,0,0,0,0,1,1,0
2015,Know Yourself,0,0,0,0,1,1,0
2015,I Really Like You,0,0,0,0,0,0,0
2015,Fun,0,0,1,0,1,1,0
2015,Energy,0,0,0,0,1,1,0
2015,Like A Wrecking Ball,0,0,1,1,0,0,0
2015,Say You Do,0,0,1,1,0,0,0
2015,Classic Man,0,0,0,0,1,0,0
2015,King Kunta,0,0,1,0,1,1,1
2015,I Need Your Love,1,0,0,0,0,0,0
2015,Wet Dreamz,0,0,0,0,0,1,0
2015,El Perdon,0,0,0,0,0,1,0
2015,Nothing Without Love,1,0,0,0,0,0,1
2015,Uma Thurman,0,0,0,0,0,0,1
2015,Baby Be My Love Song,0,0,0,1,0,0,0
2015,One Hell Of An Amen,0,0,0,1,0,0,1
2015,She Don't Love You,0,0,0,1,0,0,0
2015,Photograph,1,1,0,0,0,0,0
2015,Beautiful Life,0,0,0,0,0,0,0
2015,Renegades,0,0,1,0,0,0,1
2015,Get Low,0,0,1,0,0,0,1
2015,Tonight Looks Good On You,0,0,1,1,0,0,1
2015,Games,0,0,0,1,0,0,0
2015,I Don't Get Tired,0,0,0,0,1,1,0
2015,Crushin' It,1,0,0,1,0,0,0
2015,See You Again,0,0,0,0,1,1,0
2015,Trap Queen,1,0,1,0,1,1,0
2015,Shut Up And Dance,0,0,0,0,0,0,1
2015,Sugar,0,0,0,0,0,0,1
2015,Love Me Like You Do,0,0,0,0,0,0,0
2015,Want To Want Me,0,0,0,0,1,0,0
2015,Thinking Out Loud,0,0,0,0,0,0,0
2015,Nasty Freestyle,0,0,1,0,0,1,0
2015,Somebody,0,0,1,0,1,0,0
2015,Hey Mama,0,0,1,0,1,1,0
2015,Post To Be,0,0,0,0,1,1,0
2015,Talking Body,1,1,0,0,0,0,0
2015,Dear Future Husband,0,0,1,0,0,0,0
2015,Style,0,0,0,0,0,0,1
2015,"Honey, I'm Good.",0,0,0,0,0,0,1
2015,One Last Time,0,0,0,0,0,0,0
2015,Chains,0,0,0,0,0,0,0
2015,Worth It,0,0,0,0,1,1,0
2015,You Know You Like It,0,0,0,0,1,1,0
2015,Girl Crush,0,0,0,1,0,0,1
2015,Blank Space,0,1,1,0,0,0,0
2015,Slow Motion,1,0,1,0,1,0,0
2015,Lay Me Down,1,0,0,0,0,0,0
2015,Pretty Girls,0,0,1,0,0,1,0
2015,Take Your Time,0,0,1,1,0,0,0
2015,Time Of Our Lives,0,0,0,0,0,1,0
2015,Blessings,0,0,1,0,1,1,0
2015,Watch Me,0,0,0,0,0,1,0
2015,Budapest,0,0,0,0,0,0,1
2015,Shake It Off,0,0,0,0,0,0,0
2015,Throw Sum Mo,0,0,1,0,1,1,0
2015,Truffle Butter,1,0,1,0,1,1,0
2015,Take Me To Church,0,0,0,0,0,0,1
2015,Ayo,0,0,0,0,1,1,0
2015,Sippin' On Fire,0,0,1,1,0,0,1
2015,I'm Not The Only One,0,0,0,0,0,0,1
2015,All About That Bass,1,0,1,0,1,0,0
2015,Don't It,0,0,1,1,0,0,0
2015,FourFiveSeconds,0,0,0,0,0,0,0
2015,Sangria,0,0,0,1,0,0,0
2015,Lips Are Movin,0,0,1,0,1,0,0
2015,Smoke,0,0,1,1,0,0,0
2015,Bright,0,0,1,1,0,0,1
2015,A Guy Walks Into A Bar,0,0,0,1,0,0,0
2015,Fight Song,0,0,1,0,0,0,0
2015,Believe,0,0,0,0,0,0,1
2015,Geronimo,0,0,0,0,0,0,1
2015,Raise 'Em Up,1,0,0,1,0,0,0
2015,Homegrown,1,0,0,1,0,0,0
2015,Heartbeat Song,0,0,0,0,0,0,0
2015,All Day,0,0,0,0,1,1,0
2015,Nasty,0,0,0,0,0,1,0
2015,I Bet,1,0,0,0,1,0,0
2015,Flex,1,0,1,0,0,1,0
2015,I Want You To Know,0,0,0,0,0,0,0
2015,Be Real,0,0,0,0,0,1,0
2015,Commas,1,0,1,0,1,1,0
2015,Say You Do,0,0,1,1,0,0,0
2015,I Really Like You,0,0,0,0,0,0,0
2015,Know Yourself,0,0,0,0,1,1,0
2015,Little Toy Guns,0,0,1,1,0,0,0
2015,Wild Child,0,0,0,1,0,0,0
2015,Energy,0,0,0,0,1,1,0
2015,Love You Like That,0,0,0,1,0,0,0
2015,Love Me Like You Mean It,0,0,0,1,0,0,0
2015,The Matrimony,0,1,0,0,1,1,0
2015,Renegades,0,0,1,0,0,0,1
2015,Like A Wrecking Ball,0,0,1,1,0,0,0
2015,Coffee,1,0,1,0,1,0,0
2015,Baby Be My Love Song,0,0,0,1,0,0,0
2015,King Kunta,0,0,1,0,1,1,1
2015,She Don't Love You,0,0,0,1,0,0,0
2015,Wet Dreamz,0,0,0,0,0,1,0
2015,El Perdon,0,0,0,0,0,1,0
2015,Uma Thurman,0,0,0,0,0,0,1
2015,One Hell Of An Amen,0,0,0,1,0,0,1
2015,Get Low,0,0,1,0,0,0,1
2015,I Need Your Love,1,0,0,0,0,0,0
2015,Tonight Looks Good On You,0,0,1,1,0,0,1
2015,Classic Man,0,0,0,0,1,0,0
2015,Ain't Worth The Whiskey,1,1,0,1,0,0,0
2015,I Don't Get Tired,0,0,0,0,1,1,0
2015,Games,0,0,0,1,0,0,0
2015,The Night Is Still Young,0,0,0,0,0,1,0
2015,Nothing Without Love,1,0,0,0,0,0,1
2015,Nobody Love,0,0,0,0,1,0,0
2015,Crushin' It,1,0,0,1,0,0,0
2015,American Oxygen,0,0,1,0,1,0,0
2015,Flicka Da Wrist,1,0,0,0,0,1,0
2015,10 Bands,0,0,0,0,1,1,0
2015,See You Again,0,0,0,0,1,1,0
2015,Trap Queen,1,0,1,0,1,1,0
2015,Shut Up And Dance,0,0,0,0,0,0,1
2015,Sugar,0,0,0,0,0,0,1
2015,Love Me Like You Do,0,0,0,0,0,0,0
2015,Want To Want Me,0,0,0,0,1,0,0
2015,Nasty Freestyle,0,0,1,0,0,1,0
2015,Thinking Out Loud,0,0,0,0,0,0,0
2015,Somebody,0,0,1,0,1,0,0
2015,Post To Be,0,0,0,0,1,1,0
2015,Hey Mama,0,0,1,0,1,1,0
2015,Style,0,0,0,0,0,0,1
2015,Talking Body,1,1,0,0,0,0,0
2015,"Honey, I'm Good.",0,0,0,0,0,0,1
2015,Dear Future Husband,0,0,1,0,0,0,0
2015,One Last Time,0,0,0,0,0,0,0
2015,Chains,0,0,0,0,0,0,0
2015,Worth It,0,0,0,0,1,1,0
2015,Lay Me Down,1,0,0,0,0,0,0
2015,Girl Crush,0,0,0,1,0,0,1
2015,Blank Space,0,1,1,0,0,0,0
2015,You Know You Like It,0,0,0,0,1,1,0
2015,Take Your Time,0,0,1,1,0,0,0
2015,Blessings,0,0,1,0,1,1,0
2015,Time Of Our Lives,0,0,0,0,0,1,0
2015,Slow Motion,1,0,1,0,1,0,0
2015,Truffle Butter,1,0,1,0,1,1,0
2015,Throw Sum Mo,0,0,1,0,1,1,0
2015,Shake It Off,0,0,0,0,0,0,0
2015,Take Me To Church,0,0,0,0,0,0,1
2015,FourFiveSeconds,0,0,0,0,0,0,0
2015,Budapest,0,0,0,0,0,0,1
2015,Watch Me,0,0,0,0,0,1,0
2015,Ayo,0,0,0,0,1,1,0
2015,Homegrown,1,0,0,1,0,0,0
2015,I'm Not The Only One,0,0,0,0,0,0,1
2015,Lips Are Movin,0,0,1,0,1,0,0
2015,All About That Bass,1,0,1,0,1,0,0
2015,Sangria,0,0,0,1,0,0,0
2015,Sippin' On Fire,0,0,1,1,0,0,1
2015,I Want You To Know,0,0,0,0,0,0,0
2015,Don't It,0,0,1,1,0,0,0
2015,Centuries,0,0,1,0,0,0,1
2015,Fight Song,0,0,1,0,0,0,0
2015,Heartbeat Song,0,0,0,0,0,0,0
2015,A Guy Walks Into A Bar,0,0,0,1,0,0,0
2015,Geronimo,0,0,0,0,0,0,1
2015,Say You Do,0,0,1,1,0,0,0
2015,Smoke,0,0,1,1,0,0,0
2015,Raise 'Em Up,1,0,0,1,0,0,0
2015,Bright,0,0,1,1,0,0,1
2015,All Day,0,0,0,0,1,1,0
2015,Nobody Love,0,0,0,0,1,0,0
2015,I Bet,1,0,0,0,1,0,0
2015,Know Yourself,0,0,0,0,1,1,0
2015,Commas,1,0,1,0,1,1,0
2015,Nasty,0,0,0,0,0,1,0
2015,Flex,1,0,1,0,0,1,0
2015,Energy,0,0,0,0,1,1,0
2015,Be Real,0,0,0,0,0,1,0
2015,Renegades,0,0,1,0,0,0,1
2015,Little Toy Guns,0,0,1,1,0,0,0
2015,King Kunta,0,0,1,0,1,1,1
2015,Wild Child,0,0,0,1,0,0,0
2015,The Matrimony,0,1,0,0,1,1,0
2015,I Really Like You,0,0,0,0,0,0,0
2015,Love You Like That,0,0,0,1,0,0,0
2015,Like A Wrecking Ball,0,0,1,1,0,0,0
2015,Believe,0,0,0,0,0,0,1
2015,Love Me Like You Mean It,0,0,0,1,0,0,0
2015,Baby Be My Love Song,0,0,0,1,0,0,0
2015,Infinity,0,0,0,0,1,0,0
2015,She Don't Love You,0,0,0,1,0,0,0
2015,Get Low,0,0,1,0,0,0,1
2015,El Perdon,0,0,0,0,0,1,0
2015,Ain't Worth The Whiskey,1,1,0,1,0,0,0
2015,Stressed Out,0,0,0,0,0,1,1
2015,Wet Dreamz,0,0,0,0,0,1,0
2015,Nothing Without Love,1,0,0,0,0,0,1
2015,I Don't Get Tired,0,0,0,0,1,1,0
2015,American Oxygen,0,0,1,0,1,0,0
2015,10 Bands,0,0,0,0,1,1,0
2015,Uma Thurman,0,0,0,0,0,0,1
2015,Flicka Da Wrist,1,0,0,0,0,1,0
2015,Legend,0,0,0,0,0,1,0
2015,Tonight Looks Good On You,0,0,1,1,0,0,1
2015,One Hell Of An Amen,0,0,0,1,0,0,1
2015,Crushin' It,1,0,0,1,0,0,0
2015,Games,0,0,0,1,0,0,0
2015,Feeling Myself,1,0,1,0,0,1,0
2015,See You Again,0,0,0,0,1,1,0
2015,Trap Queen,1,0,1,0,1,1,0
2015,Sugar,0,0,0,0,0,0,1
2015,Love Me Like You Do,0,0,0,0,0,0,0
2015,Shut Up And Dance,0,0,0,0,0,0,1
2015,Thinking Out Loud,0,0,0,0,0,0,0
2015,Want To Want Me,0,0,0,0,1,0,0
2015,Somebody,0,0,1,0,1,0,0
2015,Style,0,0,0,0,0,0,1
2015,Post To Be,0,0,0,0,1,1,0
2015,One Last Time,0,0,0,0,0,0,0
2015,Chains,0,0,0,0,0,0,0
2015,Talking Body,1,1,0,0,0,0,0
2015,Nasty Freestyle,0,0,1,0,0,1,0
2015,Girl Crush,0,0,0,1,0,0,1
2015,Hey Mama,0,0,1,0,1,1,0
2015,Dear Future Husband,0,0,1,0,0,0,0
2015,Lay Me Down,1,0,0,0,0,0,0
2015,Take Your Time,0,0,1,1,0,0,0
2015,Blank Space,0,1,1,0,0,0,0
2015,Time Of Our Lives,0,0,0,0,0,1,0
2015,FourFiveSeconds,0,0,0,0,0,0,0
2015,Truffle Butter,1,0,1,0,1,1,0
2015,"Honey, I'm Good.",0,0,0,0,0,0,1
2015,Blessings,0,0,1,0,1,1,0
2015,Throw Sum Mo,0,0,1,0,1,1,0
2015,Take Me To Church,0,0,0,0,0,0,1
2015,Worth It,0,0,0,0,1,1,0
2015,Shake It Off,0,0,0,0,0,0,0
2015,I Want You To Know,0,0,0,0,0,0,0
2015,Slow Motion,1,0,1,0,1,0,0
2015,Ayo,0,0,0,0,1,1,0
2015,I'm Not The Only One,0,0,0,0,0,0,1
2015,You Know You Like It,0,0,0,0,1,1,0
2015,Hallelujah,0,1,0,0,0,0,1
2015,Lips Are Movin,0,0,1,0,1,0,0
2015,Budapest,0,0,0,0,0,0,1
2015,All About That Bass,1,0,1,0,1,0,0
2015,Sippin' On Fire,0,0,1,1,0,0,1
2015,Watch Me,0,0,0,0,0,1,0
2015,Homegrown,1,0,0,1,0,0,0
2015,Centuries,0,0,1,0,0,0,1
2015,I Don't Mind,0,0,1,0,1,1,0
2015,Heartbeat Song,0,0,0,0,0,0,0
2015,Riptide,0,0,0,0,0,0,1
2015,Say You Do,0,0,1,1,0,0,0
2015,Drinking Class,0,0,1,1,0,0,1
2015,Don't It,0,0,1,1,0,0,0
2015,All Day,0,0,0,0,1,1,0
2015,A Guy Walks Into A Bar,0,0,0,1,0,0,0
2015,Raise 'Em Up,1,0,0,1,0,0,0
2015,Smoke,0,0,1,1,0,0,0
2015,Geronimo,0,0,0,0,0,0,1
2015,Bright,0,0,1,1,0,0,1
2015,Know Yourself,0,0,0,0,1,1,0
2015,Outside,0,0,0,0,0,0,0
2015,I Bet,1,0,0,0,1,0,0
2015,Sangria,0,0,0,1,0,0,0
2015,I Really Like You,0,0,0,0,0,0,0
2015,King Kunta,0,0,1,0,1,1,1
2015,Nobody Love,0,0,0,0,1,0,0
2015,Energy,0,0,0,0,1,1,0
2015,Little Red Wagon,0,0,1,1,0,0,0
2015,Ain't Worth The Whiskey,1,1,0,1,0,0,0
2015,Fight Song,0,0,1,0,0,0,0
2015,Commas,1,0,1,0,1,1,0
2015,Little Toy Guns,0,0,1,1,0,0,0
2015,Wild Child,0,0,0,1,0,0,0
2015,Believe,0,0,0,0,0,0,1
2015,Nothing Without Love,1,0,0,0,0,0,1
2015,American Oxygen,0,0,1,0,1,0,0
2015,Get Low,0,0,1,0,0,0,1
2015,The Matrimony,0,1,0,0,1,1,0
2015,Love Me Like You Mean It,0,0,0,1,0,0,0
2015,Nasty,0,0,0,0,0,1,0
2015,Be Real,0,0,0,0,0,1,0
2015,She Don't Love You,0,0,0,1,0,0,0
2015,Love You Like That,0,0,0,1,0,0,0
2015,Like A Wrecking Ball,0,0,1,1,0,0,0
2015,10 Bands,0,0,0,0,1,1,0
2015,Baby Be My Love Song,0,0,0,1,0,0,0
2015,Wet Dreamz,0,0,0,0,0,1,0
2015,El Perdon,0,0,0,0,0,1,0
2015,Renegades,0,0,1,0,0,0,1
2015,Legend,0,0,0,0,0,1,0
2015,Flex,1,0,1,0,0,1,0
2015,Ride Out,1,0,1,0,0,1,0
2015,Trouble,0,0,0,0,1,1,0
2015,I Don't Get Tired,0,0,0,0,1,1,0
2015,See You Again,0,0,0,0,1,1,0
2015,Sugar,0,0,0,0,0,0,1
2015,Trap Queen,1,0,1,0,1,1,0
2015,Love Me Like You Do,0,0,0,0,0,0,0
2015,Thinking Out Loud,0,0,0,0,0,0,0
2015,Shut Up And Dance,0,0,0,0,0,0,1
2015,Somebody,0,0,1,0,1,0,0
2015,Want To Want Me,0,0,0,0,1,0,0
2015,Style,0,0,0,0,0,0,1
2015,One Last Time,0,0,0,0,0,0,0
2015,Chains,0,0,0,0,0,0,0
2015,Post To Be,0,0,0,0,1,1,0
2015,FourFiveSeconds,0,0,0,0,0,0,0
2015,Talking Body,1,1,0,0,0,0,0
2015,Time Of Our Lives,0,0,0,0,0,1,0
2015,Lay Me Down,1,0,0,0,0,0,0
2015,Take Your Time,0,0,1,1,0,0,0
2015,Truffle Butter,1,0,1,0,1,1,0
2015,Blank Space,0,1,1,0,0,0,0
2015,Dear Future Husband,0,0,1,0,0,0,0
2015,Girl Crush,0,0,0,1,0,0,1
2015,Take Me To Church,0,0,0,0,0,0,1
2015,Hey Mama,0,0,1,0,1,1,0
2015,Blessings,0,0,1,0,1,1,0
2015,Ayo,0,0,0,0,1,1,0
2015,I Want You To Know,0,0,0,0,0,0,0
2015,"Honey, I'm Good.",0,0,0,0,0,0,1
2015,Shake It Off,0,0,0,0,0,0,0
2015,Throw Sum Mo,0,0,1,0,1,1,0
2015,Worth It,0,0,0,0,1,1,0
2015,All About That Bass,1,0,1,0,1,0,0
2015,Lips Are Movin,0,0,1,0,1,0,0
2015,I'm Not The Only One,0,0,0,0,0,0,1
2015,Slow Motion,1,0,1,0,1,0,0
2015,I Really Like You,0,0,0,0,0,0,0
2015,Homegrown,1,0,0,1,0,0,0
2015,Riptide,0,0,0,0,0,0,1
2015,Nasty Freestyle,0,0,1,0,0,1,0
2015,Heartbeat Song,0,0,0,0,0,0,0
2015,Budapest,0,0,0,0,0,0,1
2015,Centuries,0,0,1,0,0,0,1
2015,I Don't Mind,0,0,1,0,1,1,0
2015,Only,1,0,1,0,1,1,0
2015,Jealous,0,0,0,0,1,0,0
2015,Stay With Me,0,0,0,0,0,0,0
2015,Outside,0,0,0,0,0,0,0
2015,Sippin' On Fire,0,0,1,1,0,0,1
2015,Watch Me,0,0,0,0,0,1,0
2015,You Know You Like It,0,0,0,0,1,1,0
2015,Drinking Class,0,0,1,1,0,0,1
2015,Know Yourself,0,0,0,0,1,1,0
2015,Say You Do,0,0,1,1,0,0,0
2015,A Guy Walks Into A Bar,0,0,0,1,0,0,0
2015,Don't It,0,0,1,1,0,0,0
2015,All Day,0,0,0,0,1,1,0
2015,Raise 'Em Up,1,0,0,1,0,0,0
2015,I Bet,1,0,0,0,1,0,0
2015,Geronimo,0,0,0,0,0,0,1
2015,Ain't Worth The Whiskey,1,1,0,1,0,0,0
2015,Smoke,0,0,1,1,0,0,0
2015,Energy,0,0,0,0,1,1,0
2015,King Kunta,0,0,1,0,1,1,1
2015,Nobody Love,0,0,0,0,1,0,0
2015,Bright,0,0,1,1,0,0,1
2015,Believe,0,0,0,0,0,0,1
2015,Little Red Wagon,0,0,1,1,0,0,0
2015,Wild Child,0,0,0,1,0,0,0
2015,Get Low,0,0,1,0,0,0,1
2015,Little Toy Guns,0,0,1,1,0,0,0
2015,Commas,1,0,1,0,1,1,0
2015,She Don't Love You,0,0,0,1,0,0,0
2015,Lonely Eyes,1,0,0,1,0,0,0
2015,Bills,0,0,1,0,0,1,0
2015,Fight Song,0,0,1,0,0,0,0
2015,10 Bands,0,0,0,0,1,1,0
2015,Trouble,0,0,0,0,1,1,0
2015,Ride Out,1,0,1,0,0,1,0
2015,Like A Wrecking Ball,0,0,1,1,0,0,0
2015,The Matrimony,0,1,0,0,1,1,0
2015,Love You Like That,0,0,0,1,0,0,0
2015,Legend,0,0,0,0,0,1,0
2015,American Oxygen,0,0,1,0,1,0,0
2015,Love Me Like You Mean It,0,0,0,1,0,0,0
2015,Sangria,0,0,0,1,0,0,0
2015,El Perdon,0,0,0,0,0,1,0
2015,Feeling Myself,1,0,1,0,0,1,0
2015,Be Real,0,0,0,0,0,1,0
2015,Baby Be My Love Song,0,0,0,1,0,0,0
2015,Renegades,0,0,1,0,0,0,1
2015,See You Again,0,0,0,0,1,1,0
2015,Sugar,0,0,0,0,0,0,1
2015,Trap Queen,1,0,1,0,1,1,0
2015,Thinking Out Loud,0,0,0,0,0,0,0
2015,Love Me Like You Do,0,0,0,0,0,0,0
2015,Shut Up And Dance,0,0,0,0,0,0,1
2015,Style,0,0,0,0,0,0,1
2015,Somebody,0,0,1,0,1,0,0
2015,Want To Want Me,0,0,0,0,1,0,0
2015,FourFiveSeconds,0,0,0,0,0,0,0
2015,Chains,0,0,0,0,0,0,0
2015,One Last Time,0,0,0,0,0,0,0
2015,Post To Be,0,0,0,0,1,1,0
2015,Time Of Our Lives,0,0,0,0,0,1,0
2015,Truffle Butter,1,0,1,0,1,1,0
2015,Blank Space,0,1,1,0,0,0,0
2015,Lay Me Down,1,0,0,0,0,0,0
2015,Take Your Time,0,0,1,1,0,0,0
2015,Take Me To Church,0,0,0,0,0,0,1
2015,Talking Body,1,1,0,0,0,0,0
2015,Ayo,0,0,0,0,1,1,0
2015,Dear Future Husband,0,0,1,0,0,0,0
2015,Shake It Off,0,0,0,0,0,0,0
2015,Blessings,0,0,1,0,1,1,0
2015,I Want You To Know,0,0,0,0,0,0,0
2015,Throw Sum Mo,0,0,1,0,1,1,0
2015,Heartbeat Song,0,0,0,0,0,0,0
2015,I'm Not The Only One,0,0,0,0,0,0,1
2015,Lips Are Movin,0,0,1,0,1,0,0
2015,"Honey, I'm Good.",0,0,0,0,0,0,1
2015,Homegrown,1,0,0,1,0,0,0
2015,All About That Bass,1,0,1,0,1,0,0
2015,I Don't Mind,0,0,1,0,1,1,0
2015,Riptide,0,0,0,0,0,0,1
2015,Worth It,0,0,0,0,1,1,0
2015,Centuries,0,0,1,0,0,0,1
2015,Only,1,0,1,0,1,1,0
